"","test_class","pred_class","Prob","X5","X6","X7","X8","X9","result_5","result_6","result_7","result_8","result_9"
"66",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"67",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"68",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"69",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"70",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"71",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"72",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"73",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"74",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"75",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"76",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"77",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"78",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"79",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"80",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"81",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"82",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"83",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"84",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"85",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"86",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"87",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"88",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"89",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"90",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"91",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"92",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"93",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"94",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"95",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"96",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"97",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"98",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"99",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"100",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"101",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"102",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"103",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"104",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"105",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"106",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"107",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"108",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"109",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"110",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"111",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"112",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"113",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"114",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"115",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"116",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"117",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"118",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"119",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"120",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"121",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"122",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"123",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"124",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"125",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"126",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"127",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"128",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"129",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"130",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"131",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"132",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"133",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"134",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"135",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"136",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"137",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"138",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"139",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"140",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"141",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"142",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"143",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"144",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"145",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"146",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"147",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"148",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"149",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"150",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"151",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"152",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"153",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"154",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"155",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"156",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"157",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"158",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"159",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"160",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"161",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"162",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"163",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"164",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"165",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"166",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"167",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"168",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"169",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"170",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"171",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"172",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"173",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"174",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"175",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"176",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"177",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"178",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"179",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"180",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"181",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"182",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"183",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"184",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"185",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"186",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"187",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"188",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"189",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"190",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"191",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"192",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"193",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"194",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"195",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"196",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"197",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"198",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"199",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"200",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"201",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"202",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"203",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"204",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"205",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"206",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"207",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"208",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"209",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"210",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"211",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"212",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"213",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"214",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"215",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"216",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"217",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"218",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"219",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"220",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"221",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"222",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"223",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"224",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"225",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"226",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"227",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"228",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"229",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"230",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"231",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"232",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"233",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"234",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"235",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"236",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"237",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"238",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"239",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"240",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"241",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"242",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"243",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"244",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"245",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"246",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"247",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"248",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"249",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"250",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"251",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"252",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"253",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"254",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"255",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"256",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"257",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"258",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"259",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"260",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"261",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"262",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"263",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"264",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"265",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"266",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"267",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"268",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"269",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"270",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"271",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
"272",4,3,1,TRUE,TRUE,TRUE,TRUE,TRUE,"FP","FP","FP","FP","FP"
